Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
225;BY;Weilheim;168473;72646;95827;0;138039;92117;1444;879;136595;137160;0;0;19682;19927;9686;10873;8553;14311;2718;3124;16300;18397;57179;48178;10100;11462;0;905;0;1316;0;67;0;375;4205;1737;0;120;0;0;2405;1229;0;0;0;15;0;136;0;0;0;48;0;0;0;0;0;83;0;0;0;76;;0;4301;3717;0;85;0;0;0;61;0;0;0;0;0;27;;0;;0;0;0;0;296;0;256;500;339;0;0;0;0;0;0;0;966
226;BY;Deggendorf;166186;73615;92571;0;127193;88698;691;549;126502;126644;0;0;19527;19873;17432;17911;6325;10778;1895;2301;6890;8516;47267;42154;19718;18206;905;646;0;1059;0;88;459;333;1144;750;410;156;0;0;2660;1516;0;0;0;12;0;90;0;0;0;7;0;0;0;0;0;63;0;0;0;29;;0;1870;1599;0;48;0;0;0;67;0;0;0;0;0;17;;0;;0;0;0;0;175;0;150;0;100;0;0;0;0;0;0;0;0
227;BY;Landshut;246854;116155;130699;0;195589;125118;1639;823;193950;194766;0;0;22468;30931;19184;19973;22774;20204;3955;4186;21811;20087;70685;64383;20072;23747;0;1060;3615;2257;0;127;0;559;2888;1425;0;168;0;0;2241;1237;0;0;0;17;0;209;0;0;0;24;0;0;0;0;0;129;0;0;0;95;;0;2796;2737;0;99;0;0;0;88;0;0;0;0;0;23;;0;;0;0;0;0;458;0;253;0;290;0;0;0;0;0;0;0;1461
228;BY;Passau;177563;79470;98093;0;136625;93416;1145;573;135480;136052;0;0;28341;23892;16215;16023;10513;12782;2681;3093;12098;12645;41530;44215;17180;16475;1235;673;0;1233;0;116;0;351;3876;1326;0;83;0;0;0;750;0;0;0;10;0;131;0;0;0;16;0;0;0;0;244;134;0;0;0;53;;0;1567;1485;0;76;0;0;0;50;0;0;0;0;0;18;;0;;0;0;0;0;136;0;148;0;138;0;0;0;0;0;0;0;0
229;BY;Rottal-Inn;173632;84022;89610;0;133885;85758;1438;639;132447;133246;0;0;15794;19108;16808;16384;10210;12904;1912;2487;10188;9495;46493;45687;22158;19910;1106;675;0;1228;0;98;0;300;2647;1157;0;84;0;0;2746;1044;0;0;0;12;0;115;0;0;0;18;0;0;0;0;0;56;0;0;0;49;;0;2385;1764;0;47;0;0;0;74;0;0;0;0;0;12;;0;;0;0;0;0;183;0;199;0;156;0;0;0;0;0;0;0;0
230;BY;Straubing;173772;83964;89807;1;132955;85772;877;712;132078;132243;0;0;16312;19938;16794;17402;6895;11603;1936;2468;8613;8964;58487;46742;15115;17869;1506;892;0;1214;0;160;0;250;2467;1271;0;111;0;0;1294;958;0;0;0;6;0;104;0;0;0;15;0;0;0;0;0;70;0;0;0;36;;0;1503;1397;0;41;0;0;0;97;0;0;0;0;0;25;;0;;0;0;0;570;275;0;212;0;123;0;0;0;0;0;0;0;586
231;BY;Amberg;216071;105524;110545;2;173297;106067;1300;939;171997;172358;0;0;27476;31547;17822;17958;10213;15067;4158;4095;13908;16191;69278;60430;20855;16332;0;991;0;1938;0;166;0;755;3247;1298;0;128;0;0;0;872;0;0;0;20;0;221;0;0;0;31;0;0;0;0;0;121;0;0;0;89;;0;2902;2917;0;101;0;0;0;98;0;0;0;0;0;26;;0;;0;0;0;0;253;0;438;0;275;0;0;0;0;0;0;0;2138
232;BY;Regensburg;248192;117112;131080;0;198937;125529;1225;762;197712;198175;0;0;32850;34563;16557;17343;13754;18773;6023;6798;30333;32094;69842;61187;17906;16618;2734;1485;0;1884;0;101;0;528;2927;1419;0;189;0;0;1745;963;0;0;0;21;0;178;0;0;0;47;0;0;0;0;0;196;0;0;0;82;;0;2567;2526;0;85;0;0;0;54;0;0;0;0;90;51;;0;;0;0;0;0;335;0;243;0;412;0;0;0;0;0;0;0;384
233;BY;Schwandorf;222424;102290;120134;0;174957;115406;1202;812;173755;174145;0;0;39615;31209;23142;23508;7341;12650;3043;3394;7934;11179;60924;59430;27381;25114;0;782;0;1494;0;161;0;368;1747;1034;515;165;0;0;0;877;0;0;0;10;0;174;0;0;0;13;0;0;0;0;0;98;0;0;0;77;;0;1846;1538;0;91;0;0;0;101;0;0;0;0;267;83;;0;;0;0;0;0;161;0;253;0;181;0;0;0;0;0;0;0;0
234;BY;Weiden;165807;73176;92631;0;132247;88740;823;891;131424;131356;0;0;29573;29461;13523;14898;6303;9601;2315;2830;6633;9170;50575;46451;9306;12067;0;651;0;1249;0;128;0;345;860;612;0;94;0;0;771;719;0;0;0;6;0;151;0;0;0;13;0;0;0;0;0;87;0;0;0;65;;0;1458;1574;0;70;0;0;0;64;0;0;0;0;0;14;;0;;0;0;0;0;192;0;696;0;148;0;0;0;0;0;0;0;10107
235;BY;Bamberg;182586;83229;99355;2;148660;95401;865;592;147795;148068;0;0;28123;25698;13279;14284;9821;14336;3625;4676;22728;21898;54726;49463;8708;9184;1627;1111;0;1499;0;127;0;514;1287;742;0;149;0;0;491;381;0;0;179;50;0;211;0;0;0;17;0;0;0;0;0;173;0;0;0;70;;0;2361;2093;0;105;0;0;0;108;0;0;0;0;0;23;;0;;0;0;0;0;319;0;262;726;575;0;0;0;0;0;0;0;114
236;BY;Bayreuth;162430;76280;86150;0;129136;82586;806;606;128330;128530;0;0;24840;26584;10777;11636;9182;12020;2577;3294;14064;15647;54465;43768;7754;8857;1709;988;0;1306;0;101;0;368;934;516;0;120;0;0;0;269;0;0;0;13;0;166;0;0;0;18;0;0;0;0;0;131;0;0;0;71;;0;2028;1642;0;142;0;0;0;82;0;0;0;0;0;19;;0;;0;0;0;0;241;0;210;0;321;0;0;0;0;0;0;0;0
237;BY;Coburg;156571;84742;71829;0;123864;68996;921;704;122943;123160;0;0;32056;31087;11878;12836;6369;10683;2337;3118;10581;11459;44890;39343;9235;7524;1872;1144;0;1509;0;139;0;343;1418;673;0;80;0;0;222;188;0;0;83;43;0;167;0;0;0;7;0;0;0;0;0;122;0;0;0;52;;0;2002;1869;0;109;0;0;0;65;0;0;0;0;0;20;;0;;0;0;0;0;256;0;162;0;162;0;0;0;0;0;0;0;0
238;BY;Hof;162872;87265;75607;0;125334;72701;879;775;124455;124559;0;0;29763;30426;14705;14560;6493;10552;2651;3004;7941;9628;51312;41308;7202;7955;1969;1268;0;1780;0;172;0;374;508;318;0;80;0;0;0;295;0;0;0;16;0;164;0;0;0;15;0;0;0;0;0;106;0;0;0;63;;0;1498;1339;314;255;0;0;0;109;0;0;0;0;0;30;;0;;0;0;0;0;399;0;228;0;115;0;0;0;0;0;0;0;99
239;BY;Kulmbach;168923;78095;90827;1;137178;87550;781;671;136397;136507;0;0;22103;27009;14416;15774;6480;11399;2448;2982;10165;11966;65163;49389;10430;10420;1954;1199;0;1548;0;185;0;429;871;605;0;92;0;0;619;446;0;0;0;27;0;203;0;0;0;16;0;0;0;0;0;82;0;0;0;73;;0;1748;1718;0;126;0;0;0;124;0;0;0;0;0;32;;0;;0;0;0;0;214;0;242;0;207;0;0;0;0;0;0;0;0
240;BY;Ansbach;243174;123652;119521;1;192508;114696;1514;1022;190994;191486;0;0;33819;37642;18418;19142;13016;16213;3798;4904;21343;22325;73312;63299;16592;14738;0;1312;0;2218;447;359;2180;1048;2902;1518;0;197;0;0;0;523;0;0;0;24;0;261;0;0;0;42;0;0;0;0;0;145;0;0;0;101;;0;5167;4052;0;279;0;0;0;98;0;0;0;0;0;22;;0;;0;0;0;0;408;0;367;0;249;0;0;0;0;0;0;0;0
241;BY;Erlangen;187299;92772;94527;0;155377;90903;946;669;154431;154708;0;0;32036;30146;10669;10872;10382;16062;0;5817;29923;31222;54223;44664;7888;7081;2578;1210;0;1370;0;102;1259;676;2080;1077;0;175;0;0;0;202;0;0;188;31;0;153;0;0;0;14;0;0;0;0;0;220;0;0;0;70;;0;2619;2084;0;120;0;0;0;61;0;0;0;0;0;19;;0;;0;0;0;0;496;0;235;0;529;0;0;0;0;0;0;0;586
242;BY;Fürth;250730;135695;115022;13;197939;110081;1438;996;196501;196943;0;0;47153;42329;16858;17692;12883;18765;6221;6946;27111;29778;65876;58976;10340;9669;3090;1661;0;2463;0;180;0;826;1685;1002;0;215;0;0;507;443;0;0;0;43;0;238;0;0;0;62;0;0;0;0;416;291;0;0;0;100;;0;3750;3369;0;208;0;0;0;129;0;0;0;0;0;27;;0;;0;0;0;0;711;0;356;611;464;0;0;0;0;0;0;0;0
243;BY;Nürnberg-Nord;188283;96849;91434;0;145212;86292;1006;726;144206;144486;0;0;31616;30232;8485;8887;10882;14692;7726;8627;32541;34055;41027;34349;4286;3621;0;1462;0;1662;0;78;1849;784;1813;830;0;192;0;0;0;125;0;0;149;56;0;165;0;0;0;88;0;0;0;0;0;217;0;0;0;119;;0;2777;2310;0;118;0;0;0;39;0;0;0;0;0;31;;0;;0;0;0;0;887;0;204;856;656;0;0;0;0;0;0;0;199
244;BY;Nürnberg-Süd;177316;101054;76262;0;129560;71250;1137;847;128423;128713;0;0;31098;29195;13123;12901;8777;11495;5184;4893;15566;17687;44192;38663;5897;4433;0;1018;0;1846;0;153;0;741;1562;710;0;137;0;0;0;185;0;0;0;35;0;189;0;0;0;48;0;0;0;0;0;139;0;0;0;80;;0;2491;2279;0;127;0;0;0;77;0;0;0;0;0;29;;0;;0;0;0;0;1066;0;234;533;353;0;0;0;0;0;0;0;0
245;BY;Roth;229279;108073;121204;2;189675;116534;1392;945;188283;188730;0;0;31806;38786;14944;16043;12596;16974;5076;4950;25140;26197;71478;60980;16528;12601;2149;1322;0;2401;0;151;1696;1056;1534;866;0;176;0;0;0;376;0;0;0;19;0;264;0;0;0;21;0;0;0;0;0;131;0;0;0;90;;0;4720;3696;0;191;0;0;0;103;0;0;0;0;185;63;;0;;0;0;0;0;541;0;356;0;376;0;0;0;0;0;0;0;431
246;BY;Aschaffenburg;182652;91815;90837;0;146772;87465;1234;1052;145538;145720;0;0;24893;30232;13954;13716;11683;16199;3536;4068;19588;20642;59269;45739;5087;5718;2022;1138;0;1917;0;110;0;551;1580;805;0;151;0;0;516;413;0;0;157;61;0;210;0;0;0;35;0;0;0;0;0;139;0;0;0;120;;0;2412;2112;0;74;0;0;0;80;0;0;0;0;490;151;;0;;0;0;0;0;608;0;361;0;370;0;0;0;0;0;0;0;351
247;BY;Bad Kissingen;214061;95162;118893;6;174164;114302;1624;1059;172540;173105;0;0;32844;30540;17130;18434;12206;15211;4475;4820;16467;15874;67458;65063;14102;12639;2438;1416;0;1862;0;204;0;558;1266;777;0;162;0;0;0;476;0;0;0;20;0;263;0;0;0;25;0;0;0;0;0;113;0;0;0;109;;0;3783;3355;0;143;0;0;0;149;0;0;0;0;0;32;;0;;0;0;0;0;206;0;418;0;236;0;0;0;0;0;0;0;371
248;BY;Main-Spessart;194408;85973;108435;0;158133;104411;1348;1066;156785;157067;0;0;33700;32771;12576;13918;9514;14151;4070;3685;15813;17806;60489;54097;15774;10496;0;1157;0;2042;0;135;0;487;1414;772;0;184;0;0;0;379;0;0;0;31;0;240;0;0;0;24;0;0;0;0;0;98;0;0;0;122;;0;3195;2895;0;129;0;0;0;116;0;0;0;0;240;96;;0;;0;0;0;0;528;0;386;0;322;0;0;0;0;0;0;0;0
249;BY;Schweinfurt;196710;95707;101002;1;157357;96867;1554;1005;155803;156352;0;0;29037;30482;15468;15687;12408;15039;6552;4928;14747;17085;63697;54441;7761;9119;0;1137;0;1817;0;155;0;574;1229;657;0;183;0;0;863;523;0;0;167;52;0;191;0;0;0;19;0;0;0;0;0;123;0;0;0;106;;0;2758;2470;0;115;0;0;0;92;0;0;0;0;0;35;;0;;0;0;0;0;510;1116;503;0;309;0;0;0;0;0;0;0;0
250;BY;Würzburg;224907;92860;132046;1;185659;126854;2155;957;183504;184702;0;0;33125;37079;0;12220;19414;19230;7522;7027;36295;35634;67651;55957;9440;6871;0;1431;0;2091;0;115;0;665;2501;1098;0;216;0;0;0;279;0;0;0;27;0;233;0;0;0;39;0;0;0;0;774;307;0;0;0;133;;0;4898;2310;0;125;0;0;0;64;0;0;0;0;0;41;;0;;0;0;0;0;433;0;401;0;676;0;0;0;0;0;0;0;1884
251;BY;Augsburg-Stadt;187164;108207;78950;7;137597;75163;912;776;136685;136821;0;0;24843;26332;11739;12120;11579;15265;6716;6532;29348;27142;37239;33772;5420;5329;2228;1574;0;1441;0;77;0;516;1515;856;903;445;0;0;569;408;0;0;159;92;0;158;0;0;0;30;0;0;0;0;0;162;0;0;0;86;;0;3033;2795;0;102;0;0;0;52;0;0;0;0;0;34;;0;;0;0;0;0;712;0;227;659;562;0;0;0;0;0;0;0;735
252;BY;Augsburg-Land;231978;116695;115283;0;189816;110783;1492;996;188324;188820;0;0;28108;31693;18069;18010;14379;20767;3531;4042;23359;24561;75875;62299;17269;14931;167;1235;0;2043;0;134;0;559;2850;1281;82;383;0;0;76;856;0;0;7;48;0;220;0;0;0;22;0;0;0;0;0;144;0;0;0;90;;0;4306;3849;0;177;0;0;0;74;0;0;0;0;3;41;;0;;0;0;0;0;562;6;413;38;386;0;0;0;0;0;0;0;199
253;BY;Donau-Ries;192451;92054;100397;0;154277;96475;1077;805;153200;153472;0;0;29501;25344;15499;16872;9724;15325;2990;2804;10833;14619;62953;54006;14443;14651;0;876;0;1463;0;174;0;612;1399;859;935;243;0;0;0;632;0;0;0;14;0;183;0;0;0;20;0;0;0;0;0;78;0;0;0;68;;0;3802;3356;0;118;0;0;0;94;0;0;0;0;291;105;;0;;0;0;0;0;262;830;493;0;201;0;0;0;0;0;0;0;0
254;BY;Neu-Ulm;214619;116154;98465;0;166513;94585;1321;1009;165192;165504;0;0;27471;29232;19598;19350;12809;19447;3169;4041;18859;18880;61066;51592;11288;11112;0;1117;3629;2466;0;250;1567;857;1455;965;0;174;0;0;0;592;0;0;0;20;0;230;0;0;0;30;0;0;0;0;0;152;0;0;0;75;;0;3014;2778;0;198;0;0;0;92;0;0;0;0;0;39;;0;;0;0;0;0;880;0;434;859;501;0;0;0;0;0;0;0;408
255;BY;Memmingen – Unterallgäu;158711;81306;77405;0;126025;74281;1007;637;125018;125388;0;0;15977;18633;14771;14492;9896;14106;2749;2787;13902;13216;46914;40140;12430;12124;919;796;351;1386;0;160;140;422;2306;1457;332;147;0;0;0;538;0;0;0;11;0;150;0;0;0;13;0;0;0;0;0;113;0;0;0;78;;0;4240;3419;0;234;0;0;0;75;0;0;0;0;0;26;;0;;0;0;0;0;344;0;303;41;218;0;0;0;0;0;0;0;50
256;BY;Oberallgäu;228803;111740;117063;0;181755;111723;1617;1014;180138;180741;0;0;28401;29910;14473;14350;23604;20953;4911;5043;27817;27393;53566;55017;16181;14970;2269;1371;0;1959;0;94;0;515;2233;1253;731;306;0;0;0;519;0;0;0;15;0;184;0;0;0;30;0;0;0;0;0;136;0;0;0;104;;0;5508;5209;0;186;0;0;0;76;0;0;0;0;0;30;;0;;0;0;0;0;476;0;285;0;357;0;0;0;0;0;0;0;444
257;BY;Ostallgäu;160260;82171;78089;0;128337;74863;975;643;127362;127694;0;0;15108;19969;11676;11732;9240;13533;4767;3194;15677;16147;51276;41319;11537;11624;1421;984;0;1365;0;104;0;533;1528;933;450;225;0;0;0;791;0;0;0;17;0;130;0;0;0;34;0;0;0;0;0;95;0;0;0;76;;0;4677;3706;0;185;0;0;0;64;0;0;0;0;0;19;;0;;0;0;0;0;444;0;252;0;219;0;0;0;0;0;0;0;5
909;BY;Land;9517664;4537450;4980081;133;7608980;4770313;55864;37667;7553116;7571313;0;0;1316303;1361242;634098;679915;579804;798591;187530;210838;1023735;1067830;2788048;2402827;587357;566880;60435;53876;20429;80911;447;5743;9150;25865;96378;51124;6678;8331;0;0;36748;32790;0;0;1258;1251;0;8524;0;0;0;1288;0;0;416;0;1434;6689;0;0;793;4200;0;0;156556;131988;466;5574;0;0;0;3544;0;0;0;0;1861;1806;0;0;0;0;0;0;3096;24629;1952;13623;14028;21434;0;0;0;0;0;0;0;24116
258;BW;Stuttgart I;191811;93023;98762;26;157514;95393;832;676;156682;156838;36605;31536;20012;31003;6295;6591;16504;26036;6447;8127;62594;44559;0;0;1281;1088;1684;1315;1528;1271;0;32;0;594;0;344;0;0;213;158;0;0;0;0;125;88;0;69;0;0;0;46;0;0;34;0;256;207;0;0;0;0;;0;1985;1821;0;169;216;127;0;0;0;22;0;0;0;19;;0;;0;0;0;0;706;0;0;877;910;0;0;0;0;0;0;0;26
259;BW;Stuttgart II;178958;105012;73943;3;133588;70811;1124;892;132464;132696;34312;28403;27224;30198;9603;9541;14678;20273;6294;6739;31446;28221;0;0;1833;1206;1674;1216;1763;1368;0;64;0;571;0;293;0;0;0;119;0;0;0;0;189;142;0;97;0;0;0;58;0;0;28;0;220;163;0;0;0;0;;0;1778;1589;0;153;317;193;0;0;0;35;0;0;0;19;;0;;0;0;0;0;1446;0;0;732;589;0;0;0;0;0;0;0;373
260;BW;Böblingen;245553;141713;103835;5;195335;99736;1541;1221;193794;194114;57504;50675;40844;39955;16175;16810;32184;35082;4548;5141;30211;32594;0;0;4790;3306;1815;1447;0;1767;0;150;0;691;783;442;0;0;320;197;0;0;0;0;170;97;0;183;0;0;0;34;0;0;0;0;0;197;0;0;0;0;;0;2856;2593;0;471;0;246;0;0;0;67;0;0;0;48;;0;;0;0;0;0;1267;0;0;665;654;0;0;0;0;0;0;0;929
261;BW;Esslingen;166628;95423;71205;0;131888;68288;868;767;131020;131121;41976;33175;28501;29852;9123;9733;16011;20901;3477;4063;24058;23902;0;0;2844;1969;1758;1113;0;1457;0;82;0;395;0;329;0;0;0;91;0;0;0;0;206;95;0;161;0;0;0;21;0;0;0;0;306;186;0;0;0;0;;0;2256;1928;0;185;0;120;0;0;0;25;0;0;0;29;;0;;0;0;0;0;943;0;0;504;366;0;0;0;0;0;0;0;0
262;BW;Nürtingen;205967;116882;89085;0;165777;85642;1302;1207;164475;164570;49506;42826;34617;33995;13597;14327;22765;28807;3970;4357;29619;27702;0;0;3948;2704;2428;1442;0;1898;0;122;0;576;0;384;0;0;513;250;0;0;0;0;95;55;0;182;0;0;0;32;0;0;0;0;0;139;0;0;0;0;;0;3417;2773;0;467;0;209;0;0;0;63;0;0;0;45;;0;;0;0;0;0;890;0;0;0;325;0;0;0;0;0;0;0;0
263;BW;Göppingen;177107;108578;68529;0;135606;65852;1599;1183;134007;134423;41558;35079;31824;31422;15818;15412;16481;21723;2958;3338;15932;16916;0;0;4394;2525;2033;1176;0;1660;0;150;0;504;0;293;0;0;0;122;0;0;0;0;170;59;0;161;0;0;0;16;0;0;0;0;0;85;0;0;0;0;;0;2839;2340;0;158;0;177;0;0;0;55;0;0;0;31;;0;;0;0;0;0;685;0;0;0;336;0;0;0;0;0;0;0;0
264;BW;Waiblingen;221775;132277;89495;3;175841;85597;1434;1092;174407;174749;50566;44987;39642;37753;15196;15474;27123;30999;4464;5001;26224;27098;0;0;3280;2452;2381;1495;0;1958;0;121;0;902;0;473;0;0;460;187;0;0;0;0;156;77;0;178;0;0;0;39;0;0;0;0;0;166;0;0;0;0;;0;4257;3477;0;402;0;201;0;0;0;43;0;0;0;44;;0;;0;0;0;0;768;0;0;658;454;0;0;0;0;0;0;0;0
265;BW;Ludwigsburg;215312;124160;91151;1;171843;87447;1300;1001;170543;170842;50297;42297;31409;37284;14392;14313;23891;27611;4886;5275;34663;31433;0;0;3803;2765;2114;1462;0;1743;0;120;0;615;929;554;0;0;0;149;0;0;0;0;0;82;0;136;0;0;0;30;0;0;0;0;0;183;0;0;0;0;;0;2960;2514;0;293;0;241;0;0;0;51;0;0;0;45;;0;;0;0;0;0;1120;0;0;684;526;0;0;0;0;0;0;0;515
266;BW;Neckar-Zaber;230738;133021;97712;5;186673;93997;1622;1237;185051;185436;56249;46315;41708;41369;18478;18702;22792;30783;4357;4851;29015;29048;0;0;4218;3248;2601;1719;0;2054;0;220;0;619;1058;592;0;0;610;250;0;0;0;0;0;30;0;223;0;0;0;21;0;0;0;0;0;174;0;0;0;0;;0;3655;3078;0;384;0;283;0;0;0;57;0;0;0;46;;0;;0;0;0;0;809;0;0;0;561;0;0;0;0;0;0;0;310
267;BW;Heilbronn;240951;155522;85423;6;182804;81704;1863;1749;180941;181055;50299;43325;43887;40961;23093;23828;24748;29386;4237;5137;23018;23476;0;0;4595;3278;2988;2041;0;2076;0;314;0;606;0;527;0;0;0;140;0;0;0;0;225;106;0;250;0;0;0;28;0;0;0;0;497;272;0;0;0;0;;0;3354;2857;0;437;0;217;0;0;0;73;0;0;0;46;;0;;0;0;0;0;1145;0;0;0;529;0;0;0;0;0;0;0;0
268;BW;Schwäbisch Hall – Hohenlohe;225874;151607;74267;0;172687;71067;1561;1457;171126;171230;54894;41947;33568;37272;20579;21787;19941;27850;4090;4980;25825;22734;0;0;3460;2941;2425;1672;0;1977;0;332;0;608;1239;716;0;0;0;107;0;0;0;0;182;67;0;242;0;0;0;25;0;0;0;0;0;144;0;0;0;0;;0;4923;4005;0;650;0;201;0;0;0;61;0;0;0;40;;0;;0;0;0;0;419;0;0;0;453;0;0;0;0;0;0;0;0
269;BW;Backnang – Schwäbisch Gmünd;177062;109194;67868;0;136436;64836;1435;1012;135001;135424;41176;34991;32904;29341;15802;15979;16198;21397;3929;3927;15587;18579;0;0;3286;2026;2308;1485;0;1646;0;188;0;576;0;338;0;0;0;91;0;0;0;0;138;70;0;178;0;0;0;15;0;0;0;0;0;124;0;0;0;0;;0;3673;3114;0;370;0;168;0;0;0;42;0;0;0;31;;0;;0;0;0;0;477;0;0;0;271;0;0;0;0;0;0;0;0
270;BW;Aalen – Heidenheim;220686;136408;84278;0;168655;80428;1722;1410;166933;167245;61832;45852;36501;39468;16988;17937;15708;24562;3905;4538;20364;21226;0;0;4477;3610;2313;1469;0;1770;0;226;0;556;0;439;0;0;0;138;0;0;0;0;189;87;0;210;0;0;0;56;0;0;0;0;0;141;0;0;0;0;;0;4114;3375;0;274;0;170;0;0;0;43;0;0;0;37;;0;;0;0;0;0;644;0;0;542;417;0;0;0;0;0;0;0;0
271;BW;Karlsruhe-Stadt;205608;103754;101854;0;159591;98279;1350;1123;158241;158468;30921;27998;33630;33828;10811;10774;15793;20615;7956;8910;47473;44011;0;0;1723;1438;2811;1851;0;1608;0;71;0;622;605;385;0;0;0;182;0;0;0;0;162;89;0;138;0;0;0;44;0;0;0;0;749;463;0;0;0;0;;0;3152;2863;452;322;0;101;0;0;0;34;0;0;0;23;;0;;0;0;0;0;785;0;0;1547;1313;0;0;0;0;0;456;0;0
272;BW;Karlsruhe-Land;209147;117227;91918;2;167946;87722;1687;1313;166259;166633;50581;42831;37948;38474;14963;15869;19066;24660;4040;4483;27755;26969;0;0;4358;3001;2437;1478;0;2287;0;143;0;525;562;330;0;0;0;128;0;0;0;0;0;26;0;197;0;0;0;20;0;0;0;0;496;245;0;0;0;0;;0;3505;2991;0;548;0;198;0;0;0;69;0;0;0;60;;0;;0;0;0;0;569;0;0;0;532;0;0;0;0;0;0;0;548
273;BW;Rastatt;204890;123992;80898;0;155331;76692;1736;1531;153595;153800;50988;41495;34847;36442;16455;16333;17764;21250;4212;4280;19962;21926;0;0;4477;3000;0;1099;0;2026;0;144;0;546;0;199;0;0;0;120;0;0;0;0;0;25;0;187;0;0;0;17;0;0;0;0;0;132;0;0;0;0;;0;3557;3272;0;101;0;170;0;0;0;56;0;0;0;35;;0;;0;0;0;0;453;0;0;772;492;0;0;0;0;0;486;0;75
274;BW;Heidelberg;218431;117783;100648;0;177868;96897;1231;1064;176637;176804;42582;36783;35602;40275;10823;10821;15906;23240;6987;8624;53288;45314;0;0;2839;2011;2151;1470;0;1761;0;114;0;486;0;367;0;0;0;161;0;0;0;0;141;65;0;186;0;0;0;43;0;0;0;0;592;379;0;0;0;0;;0;2976;2466;0;184;0;97;0;0;0;44;0;0;0;33;;0;;0;0;0;0;624;0;0;1680;1256;0;0;0;0;0;1070;0;0
275;BW;Mannheim;196863;117109;79754;0;142132;76753;1350;1165;140782;140967;27986;25682;37102;35651;13773;12846;14879;18515;6811;7066;31723;29814;0;0;3205;1871;1933;1471;0;2178;0;146;0;529;500;241;0;0;0;146;0;0;0;0;184;81;0;216;0;0;0;58;0;0;0;0;0;200;0;0;0;0;;0;2276;1845;0;146;0;136;0;0;0;50;0;0;0;23;;0;;0;0;0;0;1212;0;0;0;844;0;0;0;0;0;410;0;0
276;BW;Odenwald – Tauber;209418;130268;79149;1;162058;75949;1806;1564;160252;160494;57391;48866;33083;35578;19374;19208;15549;20943;3722;4084;17695;17748;0;0;7329;4701;2636;1563;0;1911;0;246;0;510;0;590;0;0;0;99;0;0;0;0;0;23;0;260;0;0;0;13;0;0;0;0;0;127;0;0;0;0;;0;3473;2724;0;270;0;195;0;0;0;60;0;0;0;42;;0;;0;0;0;0;345;0;0;0;388;0;0;0;0;0;0;0;0
